"date";"price";"instrument"
"2013-01-02";"112,302";"Maj Invest Globale Obligationer"
"2013-01-03";"112,6";"Maj Invest Globale Obligationer"
"2013-01-04";"112,6";"Maj Invest Globale Obligationer"
"2013-01-07";"112,7";"Maj Invest Globale Obligationer"
"2013-01-08";"112,7";"Maj Invest Globale Obligationer"
"2013-01-09";"112,8";"Maj Invest Globale Obligationer"
"2013-01-10";"112,5";"Maj Invest Globale Obligationer"
"2013-01-11";"112,3";"Maj Invest Globale Obligationer"
"2013-01-14";"112,3";"Maj Invest Globale Obligationer"
"2013-01-15";"112,6";"Maj Invest Globale Obligationer"
"2013-01-16";"112,6";"Maj Invest Globale Obligationer"
"2013-01-17";"112,4";"Maj Invest Globale Obligationer"
"2013-01-18";"112,5";"Maj Invest Globale Obligationer"
"2013-01-21";"112,5";"Maj Invest Globale Obligationer"
"2013-01-22";"112,4";"Maj Invest Globale Obligationer"
"2013-01-23";"112,2";"Maj Invest Globale Obligationer"
"2013-01-24";"112,4";"Maj Invest Globale Obligationer"
"2013-01-25";"112,0";"Maj Invest Globale Obligationer"
"2013-01-28";"111,7";"Maj Invest Globale Obligationer"
"2013-01-29";"111,7";"Maj Invest Globale Obligationer"
"2013-01-30";"111,5";"Maj Invest Globale Obligationer"
"2013-01-31";"111,3";"Maj Invest Globale Obligationer"
"2013-02-01";"111,3";"Maj Invest Globale Obligationer"
"2013-02-04";"110,2";"Maj Invest Globale Obligationer"
"2013-02-05";"111,1";"Maj Invest Globale Obligationer"
"2013-02-06";"110,8";"Maj Invest Globale Obligationer"
"2013-02-07";"111,3";"Maj Invest Globale Obligationer"
"2013-02-08";"111,7";"Maj Invest Globale Obligationer"
"2013-02-11";"111,8";"Maj Invest Globale Obligationer"
"2013-02-12";"111,5";"Maj Invest Globale Obligationer"
"2013-02-13";"111,8";"Maj Invest Globale Obligationer"
"2013-02-14";"111,2";"Maj Invest Globale Obligationer"
"2013-02-15";"112,2";"Maj Invest Globale Obligationer"
"2013-02-18";"112,2";"Maj Invest Globale Obligationer"
"2013-02-19";"112,3";"Maj Invest Globale Obligationer"
"2013-02-20";"111,9";"Maj Invest Globale Obligationer"
"2013-02-21";"111,7";"Maj Invest Globale Obligationer"
"2013-02-22";"111,8";"Maj Invest Globale Obligationer"
"2013-02-25";"111,8";"Maj Invest Globale Obligationer"
"2013-02-26";"112,1";"Maj Invest Globale Obligationer"
"2013-02-27";"112,3";"Maj Invest Globale Obligationer"
"2013-02-28";"112,8";"Maj Invest Globale Obligationer"
"2013-03-01";"113,1";"Maj Invest Globale Obligationer"
"2013-03-04";"112,7";"Maj Invest Globale Obligationer"
"2013-03-05";"112,9";"Maj Invest Globale Obligationer"
"2013-03-06";"112,9";"Maj Invest Globale Obligationer"
"2013-03-07";"112,9";"Maj Invest Globale Obligationer"
"2013-03-08";"113,2";"Maj Invest Globale Obligationer"
"2013-03-11";"113,2";"Maj Invest Globale Obligationer"
"2013-03-12";"113,2";"Maj Invest Globale Obligationer"
"2013-03-13";"113,6";"Maj Invest Globale Obligationer"
"2013-03-14";"113,4";"Maj Invest Globale Obligationer"
"2013-03-15";"113,2";"Maj Invest Globale Obligationer"
"2013-03-18";"113,6";"Maj Invest Globale Obligationer"
"2013-03-19";"113,6";"Maj Invest Globale Obligationer"
"2013-03-20";"113,4";"Maj Invest Globale Obligationer"
"2013-03-21";"113,3";"Maj Invest Globale Obligationer"
"2013-03-22";"113,4";"Maj Invest Globale Obligationer"
"2013-03-25";"113,8";"Maj Invest Globale Obligationer"
"2013-03-26";"113,9";"Maj Invest Globale Obligationer"
"2013-03-27";"114,4";"Maj Invest Globale Obligationer"
"2013-04-02";"114,3";"Maj Invest Globale Obligationer"
"2013-04-03";"114,3";"Maj Invest Globale Obligationer"
"2013-04-04";"114,3";"Maj Invest Globale Obligationer"
"2013-04-05";"114,1";"Maj Invest Globale Obligationer"
"2013-04-08";"114,3";"Maj Invest Globale Obligationer"
"2013-04-09";"114,4";"Maj Invest Globale Obligationer"
"2013-04-10";"114,3";"Maj Invest Globale Obligationer"
"2013-04-11";"108,2";"Maj Invest Globale Obligationer"
"2013-04-12";"108,4";"Maj Invest Globale Obligationer"
"2013-04-15";"108,3";"Maj Invest Globale Obligationer"
"2013-04-16";"108,1";"Maj Invest Globale Obligationer"
"2013-04-17";"108,1";"Maj Invest Globale Obligationer"
"2013-04-18";"108,3";"Maj Invest Globale Obligationer"
"2013-04-19";"108,4";"Maj Invest Globale Obligationer"
"2013-04-22";"108,4";"Maj Invest Globale Obligationer"
"2013-04-23";"108,6";"Maj Invest Globale Obligationer"
"2013-04-24";"108,7";"Maj Invest Globale Obligationer"
"2013-04-25";"108,9";"Maj Invest Globale Obligationer"
"2013-04-29";"109,0";"Maj Invest Globale Obligationer"
"2013-04-30";"108,9";"Maj Invest Globale Obligationer"
"2013-05-01";"108,7";"Maj Invest Globale Obligationer"
"2013-05-02";"108,6";"Maj Invest Globale Obligationer"
"2013-05-03";"109,1";"Maj Invest Globale Obligationer"
"2013-05-06";"108,7";"Maj Invest Globale Obligationer"
"2013-05-07";"108,7";"Maj Invest Globale Obligationer"
"2013-05-08";"108,6";"Maj Invest Globale Obligationer"
"2013-05-13";"109,4";"Maj Invest Globale Obligationer"
"2013-05-14";"109,3";"Maj Invest Globale Obligationer"
"2013-05-15";"109,4";"Maj Invest Globale Obligationer"
"2013-05-16";"109,4";"Maj Invest Globale Obligationer"
"2013-05-17";"109,5";"Maj Invest Globale Obligationer"
"2013-05-21";"109,4";"Maj Invest Globale Obligationer"
"2013-05-22";"109,4";"Maj Invest Globale Obligationer"
"2013-05-23";"108,9";"Maj Invest Globale Obligationer"
"2013-05-24";"109,0";"Maj Invest Globale Obligationer"
"2013-05-27";"109,0";"Maj Invest Globale Obligationer"
"2013-05-28";"109,0";"Maj Invest Globale Obligationer"
"2013-05-29";"108,6";"Maj Invest Globale Obligationer"
"2013-05-30";"108,0";"Maj Invest Globale Obligationer"
"2013-05-31";"108,1";"Maj Invest Globale Obligationer"
"2013-06-03";"107,9";"Maj Invest Globale Obligationer"
"2013-06-04";"107,8";"Maj Invest Globale Obligationer"
"2013-06-06";"107,0";"Maj Invest Globale Obligationer"
"2013-06-07";"106,6";"Maj Invest Globale Obligationer"
"2013-06-10";"106,8";"Maj Invest Globale Obligationer"
"2013-06-11";"106,2";"Maj Invest Globale Obligationer"
"2013-06-12";"106,4";"Maj Invest Globale Obligationer"
"2013-06-13";"106,0";"Maj Invest Globale Obligationer"
"2013-06-14";"106,8";"Maj Invest Globale Obligationer"
"2013-06-17";"106,8";"Maj Invest Globale Obligationer"
"2013-06-18";"106,3";"Maj Invest Globale Obligationer"
"2013-06-19";"106,1";"Maj Invest Globale Obligationer"
"2013-06-20";"105,7";"Maj Invest Globale Obligationer"
"2013-06-21";"104,8";"Maj Invest Globale Obligationer"
"2013-06-24";"104,4";"Maj Invest Globale Obligationer"
"2013-06-25";"104,7";"Maj Invest Globale Obligationer"
"2013-06-26";"103,9";"Maj Invest Globale Obligationer"
"2013-06-27";"105,4";"Maj Invest Globale Obligationer"
"2013-06-28";"105,0";"Maj Invest Globale Obligationer"
"2013-07-01";"105,0";"Maj Invest Globale Obligationer"
"2013-07-02";"105,5";"Maj Invest Globale Obligationer"
"2013-07-03";"105,4";"Maj Invest Globale Obligationer"
"2013-07-04";"105,4";"Maj Invest Globale Obligationer"
"2013-07-05";"105,9";"Maj Invest Globale Obligationer"
"2013-07-08";"105,5";"Maj Invest Globale Obligationer"
"2013-07-09";"106,0";"Maj Invest Globale Obligationer"
"2013-07-10";"106,6";"Maj Invest Globale Obligationer"
"2013-07-11";"106,4";"Maj Invest Globale Obligationer"
"2013-07-12";"106,3";"Maj Invest Globale Obligationer"
"2013-07-15";"106,5";"Maj Invest Globale Obligationer"
"2013-07-17";"106,6";"Maj Invest Globale Obligationer"
"2013-07-18";"107,0";"Maj Invest Globale Obligationer"
"2013-07-19";"106,9";"Maj Invest Globale Obligationer"
"2013-07-22";"106,6";"Maj Invest Globale Obligationer"
"2013-07-23";"106,6";"Maj Invest Globale Obligationer"
"2013-07-24";"106,9";"Maj Invest Globale Obligationer"
"2013-07-25";"106,6";"Maj Invest Globale Obligationer"
"2013-07-26";"106,5";"Maj Invest Globale Obligationer"
"2013-07-29";"106,1";"Maj Invest Globale Obligationer"
"2013-07-30";"106,0";"Maj Invest Globale Obligationer"
"2013-07-31";"106,2";"Maj Invest Globale Obligationer"
"2013-08-01";"106,2";"Maj Invest Globale Obligationer"
"2013-08-02";"106,2";"Maj Invest Globale Obligationer"
"2013-08-05";"106,4";"Maj Invest Globale Obligationer"
"2013-08-06";"105,6";"Maj Invest Globale Obligationer"
"2013-08-07";"106,4";"Maj Invest Globale Obligationer"
"2013-08-08";"106,3";"Maj Invest Globale Obligationer"
"2013-08-09";"106,4";"Maj Invest Globale Obligationer"
"2013-08-12";"106,3";"Maj Invest Globale Obligationer"
"2013-08-13";"106,3";"Maj Invest Globale Obligationer"
"2013-08-14";"105,8";"Maj Invest Globale Obligationer"
"2013-08-15";"106,0";"Maj Invest Globale Obligationer"
"2013-08-16";"105,9";"Maj Invest Globale Obligationer"
"2013-08-19";"105,2";"Maj Invest Globale Obligationer"
"2013-08-20";"104,6";"Maj Invest Globale Obligationer"
"2013-08-21";"104,7";"Maj Invest Globale Obligationer"
"2013-08-22";"104,2";"Maj Invest Globale Obligationer"
"2013-08-23";"105,1";"Maj Invest Globale Obligationer"
"2013-08-26";"105,1";"Maj Invest Globale Obligationer"
"2013-08-27";"105,1";"Maj Invest Globale Obligationer"
"2013-08-28";"104,9";"Maj Invest Globale Obligationer"
"2013-08-29";"104,1";"Maj Invest Globale Obligationer"
"2013-08-30";"105,0";"Maj Invest Globale Obligationer"
"2013-09-02";"104,6";"Maj Invest Globale Obligationer"
"2013-09-03";"105,4";"Maj Invest Globale Obligationer"
"2013-09-04";"105,4";"Maj Invest Globale Obligationer"
"2013-09-05";"105,2";"Maj Invest Globale Obligationer"
"2013-09-06";"105,2";"Maj Invest Globale Obligationer"
"2013-09-09";"104,5";"Maj Invest Globale Obligationer"
"2013-09-10";"105,1";"Maj Invest Globale Obligationer"
"2013-09-11";"105,6";"Maj Invest Globale Obligationer"
"2013-09-12";"105,6";"Maj Invest Globale Obligationer"
"2013-09-13";"105,9";"Maj Invest Globale Obligationer"
"2013-09-16";"105,8";"Maj Invest Globale Obligationer"
"2013-09-17";"105,5";"Maj Invest Globale Obligationer"
"2013-09-18";"105,5";"Maj Invest Globale Obligationer"
"2013-09-19";"105,6";"Maj Invest Globale Obligationer"
"2013-09-20";"105,4";"Maj Invest Globale Obligationer"
"2013-09-23";"104,9";"Maj Invest Globale Obligationer"
"2013-09-24";"105,0";"Maj Invest Globale Obligationer"
"2013-09-25";"105,513";"Maj Invest Globale Obligationer"
"2013-09-26";"106,2";"Maj Invest Globale Obligationer"
"2013-09-27";"106,1";"Maj Invest Globale Obligationer"
"2013-09-30";"106,0";"Maj Invest Globale Obligationer"
"2013-10-01";"106,0";"Maj Invest Globale Obligationer"
"2013-10-02";"105,4";"Maj Invest Globale Obligationer"
"2013-10-03";"105,9";"Maj Invest Globale Obligationer"
"2013-10-04";"106,2";"Maj Invest Globale Obligationer"
"2013-10-07";"106,2";"Maj Invest Globale Obligationer"
"2013-10-08";"106,2";"Maj Invest Globale Obligationer"
"2013-10-09";"106,4";"Maj Invest Globale Obligationer"
"2013-10-10";"106,1";"Maj Invest Globale Obligationer"
"2013-10-11";"106,2";"Maj Invest Globale Obligationer"
"2013-10-14";"105,5";"Maj Invest Globale Obligationer"
"2013-10-15";"106,0";"Maj Invest Globale Obligationer"
"2013-10-16";"106,3";"Maj Invest Globale Obligationer"
"2013-10-17";"105,5";"Maj Invest Globale Obligationer"
"2013-10-18";"105,6";"Maj Invest Globale Obligationer"
"2013-10-21";"105,3";"Maj Invest Globale Obligationer"
"2013-10-22";"106,4";"Maj Invest Globale Obligationer"
"2013-10-23";"106,2";"Maj Invest Globale Obligationer"
"2013-10-24";"106,2";"Maj Invest Globale Obligationer"
"2013-10-25";"106,2";"Maj Invest Globale Obligationer"
"2013-10-28";"106,1";"Maj Invest Globale Obligationer"
"2013-10-29";"106,4";"Maj Invest Globale Obligationer"
"2013-10-30";"106,7";"Maj Invest Globale Obligationer"
"2013-10-31";"106,7";"Maj Invest Globale Obligationer"
"2013-11-01";"106,7";"Maj Invest Globale Obligationer"
"2013-11-04";"106,3";"Maj Invest Globale Obligationer"
"2013-11-05";"106,8";"Maj Invest Globale Obligationer"
"2013-11-06";"106,7";"Maj Invest Globale Obligationer"
"2013-11-07";"106,6";"Maj Invest Globale Obligationer"
"2013-11-08";"106,9";"Maj Invest Globale Obligationer"
"2013-11-11";"107,2";"Maj Invest Globale Obligationer"
"2013-11-12";"106,9";"Maj Invest Globale Obligationer"
"2013-11-13";"106,6";"Maj Invest Globale Obligationer"
"2013-11-14";"106,8";"Maj Invest Globale Obligationer"
"2013-11-15";"107,3";"Maj Invest Globale Obligationer"
"2013-11-18";"107,4";"Maj Invest Globale Obligationer"
"2013-11-19";"107,3";"Maj Invest Globale Obligationer"
"2013-11-20";"106,9";"Maj Invest Globale Obligationer"
"2013-11-21";"106,4";"Maj Invest Globale Obligationer"
"2013-11-22";"106,9";"Maj Invest Globale Obligationer"
"2013-11-25";"107,0";"Maj Invest Globale Obligationer"
"2013-11-26";"107,3";"Maj Invest Globale Obligationer"
"2013-11-27";"107,2";"Maj Invest Globale Obligationer"
"2013-11-28";"107,1";"Maj Invest Globale Obligationer"
"2013-11-29";"107,0";"Maj Invest Globale Obligationer"
"2013-12-02";"107,4";"Maj Invest Globale Obligationer"
"2013-12-03";"106,9";"Maj Invest Globale Obligationer"
"2013-12-04";"107,0";"Maj Invest Globale Obligationer"
"2013-12-05";"106,1";"Maj Invest Globale Obligationer"
"2013-12-06";"106,9";"Maj Invest Globale Obligationer"
"2013-12-09";"106,5";"Maj Invest Globale Obligationer"
"2013-12-10";"106,0";"Maj Invest Globale Obligationer"
"2013-12-11";"106,5";"Maj Invest Globale Obligationer"
"2013-12-12";"106,5";"Maj Invest Globale Obligationer"
"2013-12-13";"106,2";"Maj Invest Globale Obligationer"
"2013-12-16";"106,3";"Maj Invest Globale Obligationer"
"2013-12-17";"106,4";"Maj Invest Globale Obligationer"
"2013-12-18";"106,7";"Maj Invest Globale Obligationer"
"2013-12-19";"106,3";"Maj Invest Globale Obligationer"
"2013-12-20";"106,4";"Maj Invest Globale Obligationer"
"2013-12-23";"106,5";"Maj Invest Globale Obligationer"
"2013-12-27";"106,4";"Maj Invest Globale Obligationer"
"2013-12-30";"106,4";"Maj Invest Globale Obligationer"
"2014-01-02";"106,2";"Maj Invest Globale Obligationer"
"2014-01-03";"106,2";"Maj Invest Globale Obligationer"
"2014-01-06";"106,1";"Maj Invest Globale Obligationer"
"2014-01-07";"106,4";"Maj Invest Globale Obligationer"
"2014-01-08";"106,4";"Maj Invest Globale Obligationer"
"2014-01-09";"106,4";"Maj Invest Globale Obligationer"
"2014-01-10";"106,7";"Maj Invest Globale Obligationer"
"2014-01-13";"106,0";"Maj Invest Globale Obligationer"
"2014-01-14";"106,6";"Maj Invest Globale Obligationer"
"2014-01-15";"106,9";"Maj Invest Globale Obligationer"
"2014-01-16";"106,7";"Maj Invest Globale Obligationer"
"2014-01-17";"106,5";"Maj Invest Globale Obligationer"
"2014-01-20";"106,8";"Maj Invest Globale Obligationer"
"2014-01-21";"106,5";"Maj Invest Globale Obligationer"
"2014-01-22";"107,8";"Maj Invest Globale Obligationer"
"2014-01-23";"106,4";"Maj Invest Globale Obligationer"
"2014-01-24";"106,3";"Maj Invest Globale Obligationer"
"2014-01-27";"106,1";"Maj Invest Globale Obligationer"
"2014-01-28";"106,4";"Maj Invest Globale Obligationer"
"2014-01-29";"106,2";"Maj Invest Globale Obligationer"
"2014-01-30";"106,1";"Maj Invest Globale Obligationer"
"2014-01-31";"106,7";"Maj Invest Globale Obligationer"
"2014-02-03";"107,4";"Maj Invest Globale Obligationer"
"2014-02-04";"107,0";"Maj Invest Globale Obligationer"
"2014-02-05";"106,6";"Maj Invest Globale Obligationer"
"2014-02-06";"107,6";"Maj Invest Globale Obligationer"
"2014-02-07";"106,9";"Maj Invest Globale Obligationer"
"2014-02-10";"107,5";"Maj Invest Globale Obligationer"
"2014-02-11";"107,6";"Maj Invest Globale Obligationer"
"2014-02-12";"107,3";"Maj Invest Globale Obligationer"
"2014-02-13";"107,7";"Maj Invest Globale Obligationer"
"2014-02-14";"107,9";"Maj Invest Globale Obligationer"
"2014-02-17";"107,1";"Maj Invest Globale Obligationer"
"2014-02-18";"108,0";"Maj Invest Globale Obligationer"
"2014-02-20";"107,7";"Maj Invest Globale Obligationer"
"2014-02-21";"108,1";"Maj Invest Globale Obligationer"
"2014-02-24";"107,4";"Maj Invest Globale Obligationer"
"2014-02-25";"107,7";"Maj Invest Globale Obligationer"
"2014-02-26";"108,3";"Maj Invest Globale Obligationer"
"2014-02-27";"108,2";"Maj Invest Globale Obligationer"
"2014-02-28";"108,0";"Maj Invest Globale Obligationer"
"2014-03-03";"107,6";"Maj Invest Globale Obligationer"
"2014-03-04";"108,6";"Maj Invest Globale Obligationer"
"2014-03-05";"108,1";"Maj Invest Globale Obligationer"
"2014-03-06";"108,5";"Maj Invest Globale Obligationer"
"2014-03-07";"108,4";"Maj Invest Globale Obligationer"
"2014-03-10";"108,0";"Maj Invest Globale Obligationer"
"2014-03-11";"107,7";"Maj Invest Globale Obligationer"
"2014-03-12";"107,6";"Maj Invest Globale Obligationer"
"2014-03-13";"107,4";"Maj Invest Globale Obligationer"
"2014-03-14";"107,7";"Maj Invest Globale Obligationer"
"2014-03-17";"107,8";"Maj Invest Globale Obligationer"
"2014-03-18";"108,0";"Maj Invest Globale Obligationer"
"2014-03-19";"107,5";"Maj Invest Globale Obligationer"
"2014-03-20";"107,8";"Maj Invest Globale Obligationer"
"2014-03-21";"107,9";"Maj Invest Globale Obligationer"
"2014-03-24";"107,9";"Maj Invest Globale Obligationer"
"2014-03-25";"107,6";"Maj Invest Globale Obligationer"
"2014-03-26";"108,0";"Maj Invest Globale Obligationer"
"2014-03-27";"108,8";"Maj Invest Globale Obligationer"
"2014-03-28";"108,7";"Maj Invest Globale Obligationer"
"2014-03-31";"108,3";"Maj Invest Globale Obligationer"
"2014-04-01";"108,6";"Maj Invest Globale Obligationer"
"2014-04-02";"108,5";"Maj Invest Globale Obligationer"
"2014-04-03";"108,1";"Maj Invest Globale Obligationer"
"2014-04-04";"109,2";"Maj Invest Globale Obligationer"
"2014-04-07";"109,0";"Maj Invest Globale Obligationer"
"2014-04-08";"109,1";"Maj Invest Globale Obligationer"
"2014-04-09";"109,2";"Maj Invest Globale Obligationer"
"2014-04-10";"108,6";"Maj Invest Globale Obligationer"
"2014-04-11";"109,0";"Maj Invest Globale Obligationer"
"2014-04-14";"109,1";"Maj Invest Globale Obligationer"
"2014-04-15";"108,4";"Maj Invest Globale Obligationer"
"2014-04-22";"109,0";"Maj Invest Globale Obligationer"
"2014-04-23";"108,9";"Maj Invest Globale Obligationer"
"2014-04-24";"108,6";"Maj Invest Globale Obligationer"
"2014-04-25";"108,3";"Maj Invest Globale Obligationer"
"2014-04-28";"108,7";"Maj Invest Globale Obligationer"
"2014-04-29";"108,2";"Maj Invest Globale Obligationer"
"2014-04-30";"104,1";"Maj Invest Globale Obligationer"
"2014-05-01";"104,0";"Maj Invest Globale Obligationer"
"2014-05-02";"104,3";"Maj Invest Globale Obligationer"
"2014-05-05";"104,2";"Maj Invest Globale Obligationer"
"2014-05-06";"104,0";"Maj Invest Globale Obligationer"
"2014-05-07";"103,9";"Maj Invest Globale Obligationer"
"2014-05-08";"104,7";"Maj Invest Globale Obligationer"
"2014-05-09";"105,0";"Maj Invest Globale Obligationer"
"2014-05-12";"104,9";"Maj Invest Globale Obligationer"
"2014-05-13";"104,9";"Maj Invest Globale Obligationer"
"2014-05-14";"105,5";"Maj Invest Globale Obligationer"
"2014-05-15";"105,7";"Maj Invest Globale Obligationer"
"2014-05-19";"105,7";"Maj Invest Globale Obligationer"
"2014-05-20";"105,8";"Maj Invest Globale Obligationer"
"2014-05-21";"105,7";"Maj Invest Globale Obligationer"
"2014-05-22";"105,7";"Maj Invest Globale Obligationer"
"2014-05-23";"106,0";"Maj Invest Globale Obligationer"
"2014-05-26";"105,9";"Maj Invest Globale Obligationer"
"2014-05-27";"105,4";"Maj Invest Globale Obligationer"
"2014-05-28";"106,0";"Maj Invest Globale Obligationer"
"2014-06-02";"106,1";"Maj Invest Globale Obligationer"
"2014-06-03";"105,7";"Maj Invest Globale Obligationer"
"2014-06-04";"105,8";"Maj Invest Globale Obligationer"
"2014-06-06";"106,0";"Maj Invest Globale Obligationer"
"2014-06-10";"105,7";"Maj Invest Globale Obligationer"
"2014-06-11";"106,4";"Maj Invest Globale Obligationer"
"2014-06-12";"106,4";"Maj Invest Globale Obligationer"
"2014-06-13";"106,5";"Maj Invest Globale Obligationer"
"2014-06-16";"106,2";"Maj Invest Globale Obligationer"
"2014-06-17";"105,7";"Maj Invest Globale Obligationer"
"2014-06-18";"106,1";"Maj Invest Globale Obligationer"
"2014-06-19";"105,6";"Maj Invest Globale Obligationer"
"2014-06-20";"106,1";"Maj Invest Globale Obligationer"
"2014-06-23";"106,1";"Maj Invest Globale Obligationer"
"2014-06-24";"106,1";"Maj Invest Globale Obligationer"
"2014-06-25";"106,1";"Maj Invest Globale Obligationer"
"2014-06-26";"106,2";"Maj Invest Globale Obligationer"
"2014-06-27";"105,9";"Maj Invest Globale Obligationer"
"2014-06-30";"106,0";"Maj Invest Globale Obligationer"
"2014-07-01";"106,3";"Maj Invest Globale Obligationer"
"2014-07-02";"106,2";"Maj Invest Globale Obligationer"
"2014-07-03";"106,2";"Maj Invest Globale Obligationer"
"2014-07-04";"106,6";"Maj Invest Globale Obligationer"
"2014-07-07";"106,5";"Maj Invest Globale Obligationer"
"2014-07-08";"106,8";"Maj Invest Globale Obligationer"
"2014-07-09";"106,9";"Maj Invest Globale Obligationer"
"2014-07-10";"106,9";"Maj Invest Globale Obligationer"
"2014-07-11";"106,9";"Maj Invest Globale Obligationer"
"2014-07-14";"106,9";"Maj Invest Globale Obligationer"
"2014-07-15";"107,3";"Maj Invest Globale Obligationer"
"2014-07-16";"107,0";"Maj Invest Globale Obligationer"
"2014-07-17";"107,0";"Maj Invest Globale Obligationer"
"2014-07-18";"107,1";"Maj Invest Globale Obligationer"
"2014-07-21";"106,9";"Maj Invest Globale Obligationer"
"2014-07-23";"107,3";"Maj Invest Globale Obligationer"
"2014-07-24";"107,3";"Maj Invest Globale Obligationer"
"2014-07-25";"107,3";"Maj Invest Globale Obligationer"
"2014-07-28";"107,3";"Maj Invest Globale Obligationer"
"2014-07-29";"107,177";"Maj Invest Globale Obligationer"
"2014-07-30";"107,1713";"Maj Invest Globale Obligationer"
"2014-07-31";"107,1";"Maj Invest Globale Obligationer"
"2014-08-01";"106,843";"Maj Invest Globale Obligationer"
"2014-08-04";"106,8";"Maj Invest Globale Obligationer"
"2014-08-05";"106,9";"Maj Invest Globale Obligationer"
"2014-08-06";"106,3";"Maj Invest Globale Obligationer"
"2014-08-07";"106,8";"Maj Invest Globale Obligationer"
"2014-08-08";"106,8";"Maj Invest Globale Obligationer"
"2014-08-11";"106,9";"Maj Invest Globale Obligationer"
"2014-08-12";"107,1";"Maj Invest Globale Obligationer"
"2014-08-13";"107,1";"Maj Invest Globale Obligationer"
"2014-08-14";"107,2";"Maj Invest Globale Obligationer"
"2014-08-15";"106,8";"Maj Invest Globale Obligationer"
"2014-08-18";"106,9";"Maj Invest Globale Obligationer"
"2014-08-19";"107,2";"Maj Invest Globale Obligationer"
"2014-08-20";"107,2";"Maj Invest Globale Obligationer"
"2014-08-21";"107,1";"Maj Invest Globale Obligationer"
"2014-08-22";"107,8";"Maj Invest Globale Obligationer"
"2014-08-25";"107,8";"Maj Invest Globale Obligationer"
"2014-08-26";"107,8";"Maj Invest Globale Obligationer"
"2014-08-27";"107,7";"Maj Invest Globale Obligationer"
"2014-08-28";"107,9";"Maj Invest Globale Obligationer"
"2014-08-29";"108,0";"Maj Invest Globale Obligationer"
"2014-09-01";"107,9";"Maj Invest Globale Obligationer"
"2014-09-02";"108,1";"Maj Invest Globale Obligationer"
"2014-09-03";"107,9";"Maj Invest Globale Obligationer"
"2014-09-04";"108,3";"Maj Invest Globale Obligationer"
"2014-09-05";"108,4";"Maj Invest Globale Obligationer"
"2014-09-08";"108,4";"Maj Invest Globale Obligationer"
"2014-09-09";"108,4";"Maj Invest Globale Obligationer"
"2014-09-10";"108,0";"Maj Invest Globale Obligationer"
"2014-09-11";"108,1";"Maj Invest Globale Obligationer"
"2014-09-12";"107,9";"Maj Invest Globale Obligationer"
"2014-09-15";"107,8";"Maj Invest Globale Obligationer"
"2014-09-16";"107,8";"Maj Invest Globale Obligationer"
"2014-09-17";"107,8";"Maj Invest Globale Obligationer"
"2014-09-18";"107,7";"Maj Invest Globale Obligationer"
"2014-09-19";"108,1";"Maj Invest Globale Obligationer"
"2014-09-22";"107,9";"Maj Invest Globale Obligationer"
"2014-09-23";"108,1";"Maj Invest Globale Obligationer"
"2014-09-24";"108,2";"Maj Invest Globale Obligationer"
"2014-09-25";"108,5";"Maj Invest Globale Obligationer"
"2014-09-26";"108,2";"Maj Invest Globale Obligationer"
"2014-09-29";"108,3";"Maj Invest Globale Obligationer"
"2014-09-30";"108,4";"Maj Invest Globale Obligationer"
"2014-10-01";"108,7";"Maj Invest Globale Obligationer"
"2014-10-02";"108,5";"Maj Invest Globale Obligationer"
"2014-10-03";"108,6";"Maj Invest Globale Obligationer"
"2014-10-06";"108,5";"Maj Invest Globale Obligationer"
"2014-10-07";"108,5";"Maj Invest Globale Obligationer"
"2014-10-08";"108,3";"Maj Invest Globale Obligationer"
"2014-10-09";"108,1";"Maj Invest Globale Obligationer"
"2014-10-10";"108,5";"Maj Invest Globale Obligationer"
"2014-10-13";"108,4";"Maj Invest Globale Obligationer"
"2014-10-14";"108,6";"Maj Invest Globale Obligationer"
"2014-10-15";"108,0";"Maj Invest Globale Obligationer"
"2014-10-16";"108,1";"Maj Invest Globale Obligationer"
"2014-10-17";"107,8";"Maj Invest Globale Obligationer"
"2014-10-20";"108,2";"Maj Invest Globale Obligationer"
"2014-10-21";"108,3";"Maj Invest Globale Obligationer"
"2014-10-22";"108,1";"Maj Invest Globale Obligationer"
"2014-10-23";"108,6";"Maj Invest Globale Obligationer"
"2014-10-24";"108,3";"Maj Invest Globale Obligationer"
"2014-10-27";"108,4";"Maj Invest Globale Obligationer"
"2014-10-28";"108,3";"Maj Invest Globale Obligationer"
"2014-10-29";"108,3";"Maj Invest Globale Obligationer"
"2014-10-30";"108,8";"Maj Invest Globale Obligationer"
"2014-10-31";"108,8";"Maj Invest Globale Obligationer"
"2014-11-03";"108,9";"Maj Invest Globale Obligationer"
"2014-11-04";"108,4";"Maj Invest Globale Obligationer"
"2014-11-05";"108,6";"Maj Invest Globale Obligationer"
"2014-11-06";"108,6";"Maj Invest Globale Obligationer"
"2014-11-07";"108,8";"Maj Invest Globale Obligationer"
"2014-11-10";"108,5";"Maj Invest Globale Obligationer"
"2014-11-11";"108,9";"Maj Invest Globale Obligationer"
"2014-11-12";"108,8";"Maj Invest Globale Obligationer"
"2014-11-13";"108,8";"Maj Invest Globale Obligationer"
"2014-11-14";"108,8";"Maj Invest Globale Obligationer"
"2014-11-17";"108,8";"Maj Invest Globale Obligationer"
"2014-11-18";"108,6";"Maj Invest Globale Obligationer"
"2014-11-19";"108,5";"Maj Invest Globale Obligationer"
