time,open,high,low,close,Basis,Upper,Lower,Basis,Upper,Lower,MA,MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Histogram,MACD,Signal,Plot,Plot,Aroon Up,Aroon Down,K,D,Plot
1497513600,74.35,74.98,73.22,74.94,68.15650000000001,77.84116266836358,58.471837331636436,68.15650000000001,77.84116266836358,58.471837331636436,72.75111111111111,72.75111111111111,15722,10762.85,15722,10762.85,15722,10762.85,NaN,3.5598269390165456,NaN,NaN,0.6165943600867679,92.85714285714286,0,85.34784056954385,82.77763247893601,9.305387407589741
1497600000,75.43,75.45,73.95,74.17,68.738,78.40048125483304,59.07551874516696,68.738,78.40048125483304,59.07551874516696,73.28222222222222,73.28222222222222,11741,10911.9,11741,10911.9,11741,10911.9,0.3656182620011603,3.4954429552508373,3.129824693249677,7.878647058823532,1.3851732473811442,85.71428571428571,0,69.43122633882213,80.09832690491997,4.09408525067135
1497859200,74.82,75.19,73.48,73.85,69.326,78.72641999061781,59.92558000938218,69.326,78.72641999061781,59.92558000938218,73.66,73.66,11883,11139.35,11883,11139.35,11883,11139.35,0.1998510372782536,3.379638489847494,3.1797874525692404,8.165029411764692,1.7087912087912087,78.57142857142857,0,46.30694259585718,67.02866983474102,1.046709316838654
1497945600,75.26,75.59,73.9,74.38,69.94649999999999,78.95284504113681,60.940154958863154,69.94649999999999,78.95284504113681,60.940154958863154,73.94222222222221,73.94222222222221,13414,11449,13414,11449,13414,11449,0.09030867724069624,3.2926732991201106,3.2023646218794144,7.971382352941163,0.4078635717669351,71.42857142857143,21.428571428571427,33.775320335255024,49.83782975664476,1.038872193478871
1498032000,74.62,75.28,73.53,75.2,70.672,78.8812718312896,62.4627281687104,70.672,78.8812718312896,62.4627281687104,74.08666666666664,74.08666666666664,10764,11656.1,10764,11656.1,10764,11656.1,0.040050655418744974,3.2524279411528454,3.2123772857341004,7.332147058823523,0.5468184169684428,64.28571428571429,14.285714285714286,35.85640793173442,38.64622362094886,-2.146127847313922
1498118400,75.49,76.9,74.64,76.44,71.39599999999999,78.93056143382005,63.86143856617992,71.39599999999999,78.93056143382005,63.86143856617992,74.64777777777778,74.64777777777778,13177,11920.1,13177,11920.1,13177,11920.1,0.05629765207150328,3.2827493508234795,3.2264516987519762,7.1920294117647074,1.4504132231404958,100,7.142857142857143,47.551781344996435,39.06116987066195,-0.8955670309633269
1498204800,76.32,77.28,75.76,76.54,72.0585,78.92615542234068,65.1908445776593,72.0585,78.92615542234068,65.1908445776593,75.18222222222221,75.18222222222221,11040,12094,11040,12094,11040,12094,0.0404965609874095,3.2770723999862383,3.236575838998829,7.083088235294113,2.1661307609860665,100,0,56.840913168743775,46.7497008151582,-2.7631080108393515
1498464000,77.21,77.23,74.53,75.41,72.58149999999999,78.76299909002702,66.40000090997296,72.58149999999999,78.76299909002702,66.40000090997296,75.21666666666667,75.21666666666667,15053,12369.05,15053,12369.05,15053,12369.05,-0.07315135766063818,3.145136641923031,3.2182879995836693,6.977529411764706,1.8353831598864712,92.85714285714286,0,43.97968552786647,49.45746001386888,1.2206738981690635
1498550400,75.16,75.16,72.34,72.37,72.85299999999998,78.47080419737192,67.23519580262804,72.85299999999998,78.47080419737192,67.23519580262804,74.8111111111111,74.8111111111111,15078,12646.7,15078,12646.7,15078,12646.7,-0.363895171678533,2.7634190349855032,3.1273142066640363,6.46279411764705,0.5386996904024768,85.71428571428571,21.428571428571427,23.991345104936602,41.60398126718227,3.199455464572482
1498636800,73.44,74.25,72.42,74.14,73.15399999999998,78.35480147669635,67.95319852330361,73.15399999999998,78.35480147669635,67.95319852330361,74.72222222222223,74.72222222222223,13493,12801.9,13493,12801.9,13493,12801.9,-0.4426056371667846,2.5740571602055553,3.01666279737234,5.981882352941184,3.3583815028901736,78.57142857142857,14.285714285714286,11.728246725802853,26.566425786201957,2.2994721923890538
1498723200,73.95,74.08,70.74,72.08,73.35999999999999,78.0198025709257,68.70019742907427,73.35999999999999,78.0198025709257,68.70019742907427,74.49,74.49,18685,13226.4,18685,13226.4,18685,13226.4,-0.6277044395461013,2.2320322479397134,2.8597366874858148,5.076205882352923,0.43449261553120533,71.42857142857143,7.142857142857143,8.42611827646899,14.715236702402796,7.047348272787877
1498809600,72.56,73.19,71.85,72.26,73.58,77.54385670780354,69.61614329219645,73.58,77.54385670780354,69.61614329219645,74.31333333333333,74.31333333333333,12715,13407,12715,13407,12715,13407,-0.7253999729813083,1.9529867212591796,2.678386694240488,4.048117647058817,1.599651871192341,64.28571428571429,0,9.257795348994268,9.804053450422018,3.0476163808393943
1499068800,73.69,74.13,70.56,70.58,73.6395,77.37939023903046,69.89960976096954,73.6395,77.37939023903046,69.89960976096954,73.8911111111111,73.8911111111111,11001,13480.75,11001,13480.75,11001,13480.75,-0.8802389908572543,1.57808795566892,2.4583269465261743,3.071411764705857,2.5238095238095237,57.142857142857146,100,0.831677072525288,6.171863565996162,-1.3001524808647844
1499241600,69.34,69.34,65.21,65.34,73.38399999999999,78.43052514112463,68.33747485887534,73.38399999999999,78.43052514112463,68.33747485887534,72.79555555555555,72.79555555555555,24788,14134.3,24788,14134.3,24788,14134.3,-1.2879621610276812,0.8483742452415726,2.136336406269254,1.6633235294117554,0.6298312465977136,50,100,0.8316770725252874,3.640383164681595,10.262668133248544
1499328000,63.38,64.03,61.2,61.68,72.87599999999999,80.04224699546442,65.70975300453556,72.87599999999999,80.04224699546442,65.70975300453556,71.15555555555554,71.15555555555554,26404,14964.75,26404,14964.75,26404,14964.75,-1.7290472612403527,-0.024972670281186993,1.7040745909591657,-0.5012647058823632,0.2495860927152318,42.857142857142854,100,7.549516567451064e-15,0.5544513816835083,15.464486337093865
1499414400,62.73,63.3,61.5,62.54,72.30799999999999,80.74728101202952,63.86871898797047,72.30799999999999,80.74728101202952,63.86871898797047,69.59999999999998,69.59999999999998,19157,15415.2,19157,15415.2,19157,15415.2,-1.8755238741492684,-0.6403302517274199,1.2351936224218485,-2.519882352941181,2.161152614727855,35.714285714285715,92.85714285714286,2.2318394785469002,1.0211721836907117,11.5313181701744
1499673600,62.52,63.47,60.56,63.12,71.89449999999998,81.23542388364272,62.553576116357235,71.89449999999998,81.23542388364272,62.553576116357235,68.23444444444443,68.23444444444443,21015,15544.3,21015,15544.3,21015,15544.3,-1.8432612962215462,-1.0688829978550842,0.774378298366462,-4.604705882352945,1.089310829817159,28.571428571428573,100,5.983455043306573,2.738431507284474,10.079265050599446
